Data Point,Latitude,Longitude,Altitude,RSRP,RF Channel Power,RSSI,SINR,RSRQ,OSTP,Text,Voice,Video
327,39.61707833,-107.0079617,2359.8,-110.2,-87.5,-84.94,7.016,-8.231,-89.77,No,No,No
328,39.61699833,-107.0081417,2356.4,-112,-88.82,-86.48,4.621,-8.48,-90.58,No,No,No
329,39.616975,-107.0082983,2355.6,-115.7,-90.47,-88.87,1.662,-9.877,-91.59,No,No,No
330,39.61693833,-107.00844,2354.5,-122.8,-91.2,-90.52,-2.751,-15.34,-91.79,No,No,No
331,39.61688667,-107.0085783,2354.3,-118.1,-90.11,-89.42,-1.112,-11.74,-90.72,No,No,No
332,39.61684333,-107.0087,2357.5,,,,,,,,,
333,39.61679333,-107.0088233,2360.7,,,,,,,,,
334,39.61679167,-107.0090167,2363.8,,,,,,,,,
335,39.61675167,-107.0091833,2366.4,,,,,,,,,
336,39.61674667,-107.0093933,2367.5,,,,,,,,,
337,39.61671833,-107.00961,2368.1,,,,,,,,,
338,39.61671333,-107.0098117,2366.3,,,,,,,,,
339,39.61670833,-107.0100417,2361.8,,,,,,,,,
340,39.61667833,-107.0101383,2359.5,,,,,,,,,
341,39.616515,-107.0101933,2359.8,,,,,,,,,
342,39.61639,-107.010275,2362.1,,,,,,,,,
343,39.61624333,-107.0103633,2370.3,,,,,,,,,
344,39.616145,-107.0104933,2377.3,,,,,,,,,
345,39.616035,-107.0105367,2381.6,,,,,,,,,
346,39.61593333,-107.010605,2384.7,,,,,,,,,
347,39.61580333,-107.0105817,2384.5,,,,,,,,,
348,39.61570167,-107.0106767,2380,,,,,,,,,
349,39.61562167,-107.0107333,2374.6,,,,,,,,,
350,39.61552167,-107.01081,2371.6,,,,,,,,,
351,39.615445,-107.0109383,2369.4,,,,,,,,,
352,39.61538667,-107.011075,2372.2,,,,,,,,,
353,39.61530167,-107.0111533,2375.3,,,,,,,,,
354,39.61521833,-107.0112017,2377.7,,,,,,,,,
355,39.615135,-107.0113283,2380.9,,,,,,,,,
356,39.61506,-107.0112617,2385.8,,,,,,,,,
357,39.61502833,-107.0111517,2388.5,,,,,,,,,
358,39.61495167,-107.0110767,2392.2,,,,,,,,,
359,39.61495,-107.0109667,2394.1,,,,,,,,,
360,39.61489667,-107.0108933,2396.3,,,,,,,,,
361,39.61479167,-107.0108483,2397.5,,,,,,,,,
362,39.61483833,-107.0107883,2399.2,,,,,,,,,
363,39.61481667,-107.010625,2400.1,,,,,,,,,
364,39.614795,-107.0105483,2401.2,,,,,,,,,
365,39.614705,-107.010535,2400.9,,,,,,,,,
366,39.61462333,-107.01046,2397.4,,,,,,,,,
367,39.61455333,-107.010425,2396.9,,,,,,,,,
368,39.61449,-107.0104933,2396.8,,,,,,,,,
369,39.61443667,-107.0105683,2396.6,,,,,,,,,
370,39.614365,-107.01061,2396.5,,,,,,,,,
371,39.61434667,-107.0107967,2396.2,,,,,,,,,
372,39.614365,-107.0109167,2396.1,,,,,,,,,
373,39.61433667,-107.0110817,2395,,,,,,,,,
374,39.61432167,-107.0112267,2394.2,,,,,,,,,
375,39.61430833,-107.0114333,2393.2,,,,,,,,,
376,39.61435333,-107.01148,2390.2,,,,,,,,,
377,39.61447667,-107.0114067,2389.2,,,,,,,,,
378,39.614625,-107.0114033,2389.8,,,,,,,,,
379,39.61476833,-107.011425,2390.7,,,,,,,,,
380,39.61490667,-107.011395,2391.6,,,,,,,,,
381,39.61500833,-107.0114117,2395.7,,,,,,,,,
382,39.614995,-107.0115367,2392.6,,,,,,,,,
383,39.61495333,-107.0116433,2392.9,,,,,,,,,
384,39.61493833,-107.0117717,2393.5,,,,,,,,,
385,39.614905,-107.0118483,2392.4,,,,,,,,,
386,39.61483667,-107.011975,2391.7,,,,,,,,,
387,39.61476833,-107.012045,2391.5,,,,,,,,,
388,39.61469,-107.0121733,2391.3,,,,,,,,,
389,39.61471667,-107.0122733,2391.7,,,,,,,,,
390,39.61482333,-107.0123683,2391.6,,,,,,,,,
391,39.614875,-107.012465,2391.8,,,,,,,,,
392,39.61494333,-107.0125767,2392.3,,,,,,,,,
393,39.61499167,-107.0126783,2392.2,,,,,,,,,
394,39.61495833,-107.0127917,2391.9,-102.7,-82.92,-78.91,17.3,-6.79,-87.58,Good,Good,Maybe
395,39.61503167,-107.0130767,2388.5,-106.2,-84.92,-81.74,11.16,-7.443,-87.66,Maybe,Maybe,Maybe
396,39.61510167,-107.0131067,2389.2,-103.7,-83.42,-79.73,14.65,-6.985,-87.6,Good,Good,Maybe
397,39.61524167,-107.01315,2389.6,-96.38,-77.57,-72.96,19.95,-6.428,-85.7,Good,Good,Good
398,39.615375,-107.0131783,2389.9,-97.6,-78.84,-74.19,22.46,-6.411,-88,Good,Good,Good
399,39.61545,-107.0132083,2388.3,-90.27,-72.15,-67.06,27.94,-6.218,-88.24,Good,Good,Good
400,39.615575,-107.01319,2386,-95.99,-77.4,-72.61,23.44,-6.382,-86.85,Good,Good,Good
401,39.6157,-107.013215,2383.5,-96.17,-77.28,-72.72,24.61,-6.454,-84.93,Good,Good,Good
402,39.61583,-107.0132483,2378.3,-102,-82.64,-78.35,18.85,-6.615,-88.58,Good,Good,Maybe
403,39.61594167,-107.0132717,2372.8,-109.6,-86.19,-84.03,5.153,-8.538,-87.67,Maybe,Maybe,Maybe
404,39.61610333,-107.0133217,2367,-97.5,-78.65,-74.07,20.47,-6.438,-86.95,Good,Good,Good
405,39.61621,-107.013355,2362.5,-94.23,-75.75,-70.92,23.79,-6.324,-87.44,Good,Good,Good
406,39.61634667,-107.0134183,2361.5,-97.23,-78.41,-73.8,21.2,-6.437,-86.25,Good,Good,Good
407,39.61638167,-107.01356,2359.4,-99.17,-80.33,-75.73,17.43,-6.448,-87.64,Good,Good,Good
408,39.61641667,-107.0137133,2359,-99.32,-80.19,-75.78,17.43,-6.553,-86.81,Good,Good,Good
409,39.61642667,-107.013935,2357.6,-96.13,-77.62,-72.8,23.8,-6.342,-87.68,Good,Good,Good
410,39.61642167,-107.0141217,2355.8,-95.55,-76.83,-72.16,21.67,-6.402,-85.31,Good,Good,Good
411,39.616335,-107.0143233,2355.5,-95.76,-77.14,-72.42,25.29,-6.346,-86.58,Good,Good,Good
412,39.61631667,-107.0145617,2354.7,-84.78,-66.48,-61.53,33.23,-6.264,-81.39,Good,Good,Good
413,39.61631833,-107.0147483,2355.4,-86.38,-68.04,-63.12,32.74,-6.271,-82.32,Good,Good,Good
414,39.61634833,-107.0149333,2356.7,-83.87,-65.68,-60.65,33.78,-6.237,-87.85,Good,Good,Good
415,39.61626333,-107.01512,2358.3,-88.63,-70.38,-65.39,30.77,-6.251,-87.9,Good,Good,Good
416,39.61612,-107.0151533,2359.2,-90.26,-71.62,-66.91,28.29,-6.367,-82.96,Good,Good,Good
417,39.61597833,-107.01525,2359.3,-89.37,-71.11,-66.12,28.51,-6.256,-87.61,Good,Good,Good
418,39.61589667,-107.0153783,2360.1,-91.53,-73.19,-68.25,21.53,-6.294,-87.2,Good,Good,Good
419,39.61585167,-107.0155683,2360.9,-82.87,-64.67,-59.64,29.94,-6.241,-87.64,Good,Good,Good
420,39.61581167,-107.0157917,2360.7,,,,,,,,,
421,39.61579333,-107.0160183,2360.7,,,,,,,,,
422,39.61578667,-107.0161783,2361.1,,,,,,,,,
423,39.61575333,-107.0163733,2361.6,,,,,,,,,
424,39.61580833,-107.01654,2361.9,,,,,,,,,
425,39.61593667,-107.0166267,2361.6,,,,,,,,,
426,39.61609833,-107.016645,2362,,,,,,,,,
427,39.61624,-107.01656,2362.6,,,,,,,,,
428,39.61639167,-107.0165383,2362,,,,,,,,,
429,39.61652167,-107.0164033,2363.3,,,,,,,,,
430,39.61666667,-107.0163367,2363.8,,,,,,,,,
431,39.61682667,-107.016285,2366,,,,,,,,,
432,39.61694333,-107.0162883,2368.1,,,,,,,,,
433,39.61707333,-107.0163417,2371,,,,,,,,,
434,39.61721,-107.0163267,2372.6,,,,,,,,,
435,39.61736333,-107.0162983,2375.6,,,,,,,,,
436,39.617525,-107.0162417,2377,,,,,,,,,
437,39.61766833,-107.0162617,2376.5,,,,,,,,,
438,39.61782,-107.0162383,2377,-78.14,-60.07,-54.94,34.3,-6.204,-87.06,Good,Good,Good
439,39.61798833,-107.016285,2375.1,-81.91,-63.8,-58.7,32.13,-6.212,-89.62,Good,Good,Good
440,39.618155,-107.016305,2373.9,-89.93,-71.69,-66.67,27,-6.265,-87.78,Good,Good,Good
441,39.61836,-107.01634,2373.6,-92.81,-74.46,-69.51,24.63,-6.304,-88.21,Good,Good,Good
442,39.618475,-107.0164233,2374,-92.72,-74.14,-69.37,23.43,-6.365,-85.23,Good,Good,Good
